ThrowType,SectorNumber,BoundType,ReachTime,ElapsedGoalInTime,ElapsedReboundAbleTime,Point_X,Point_Y,Point_Z,TargetVelocity_X,TargetVelocity_Y,TargetVelocity_Z,EventName,TargetPos_X,TargetPos_Y,TargetPos_Z
0,2,4,0.6,-1,0,0.03426543,3.188446,10.50126,1.220815,0.9351552,-0.06930229,Event_FirstRimBound,0.2000008,3.05,10.5
0,2,4,0.8,-1,0,0.2590384,3.184562,10.71364,1.99611,1.042724,0.1164036,Event_FirstRimBound,0.3300018,3.05,10.7254
0,2,5,0.48,-1,0,-0.2897598,3.173421,10.70037,-0.6102073,1.504817,0.05229972,Event_FirstRimBound,-0.2,3.05,10.7254
0,2,5,0.6,-1,0,-0.2925656,3.171885,10.69959,-0.4251347,1.113352,0.08607584,Event_FirstRimBound,-0.2000008,3.05,10.7254
0,2,5,0.8,-1,0,0.1458333,3.165512,10.71544,-1.680573,1.450187,0.08180109,Event_FirstRimBound,0.2000008,3.05,10.7254
0,2,6,0.48,-1,0,-0.3086728,3.151823,10.63684,-1.365764,0.9851047,-0.4806409,Event_FirstRimBound,-0.24,3.05,10.65
0,2,6,0.6,-1,0,-0.1995807,3.167259,10.50102,-0.008056396,0.9282051,-0.9564189,Event_FirstRimBound,-0.1000004,3.05,10.5
0,2,6,0.8,-1,0,-0.325664,3.145878,10.71719,-2.232592,0.4036696,0.06343616,Event_FirstRimBound,-0.2999992,3.05,10.7254
0,2,7,0.48,-1,0,0.06118058,3.133289,10.82451,-1.256256,0.88998,-1.736414,Event_FirstRimBound,0.145,3.05,10.85
0,2,7,0.6,-1,0,0.1645585,3.176343,10.69842,0.1773393,1.53893,0.1776619,Event_FirstRimBound,0.3269997,3.05,10.7254
0,2,7,0.8,-1,0,0.1246669,3.147111,10.71708,-2.230478,0.7698871,0.188784,Event_FirstRimBound,0.1687012,3.05,10.7254
0,2,7,0.65,-1,0,0.1707286,3.179484,10.75255,0.1771413,1.557039,0.0834879,Event_FirstRimBound,0.3,3.05,10.78
0,3,0,0.48,-1,0,0.0299581,2.999032,10.75285,1.496391,-2.643593,1.37119,Event_RightGoalIn,0,3.05,10.7254
0,3,1,0.48,0.42,0,0.09918474,3.119218,10.68385,-1.955673,0.19979,1.268965,Event_FirstRimBound,0.154,3.05,10.7254
0,3,1,0.6,0.4800001,0,0.1149406,3.147571,10.66409,-1.161312,0.8473184,0.9416404,Event_FirstRimBound,0.2000008,3.05,10.7254
0,3,1,0.6,0.58,0,0.155841,3.174206,10.66454,-0.1731834,1.376445,0.6507828,Event_FirstRimBound,0.2800007,3.05,10.75
0,3,1,0.6,0.6799999,0,-0.2895859,3.256007,10.9304,0.889733,0.08013985,-1.750064,Event_FirstBackBoard,0,3.05,11.5
0,3,1,0.8,0.56,0,0.1181823,3.140818,10.70118,-2.261791,0.3524919,0.7073837,Event_FirstRimBound,0.1500015,3.05,10.7254
0,3,2,0.48,0.7999998,0,0.08552518,3.128849,10.79353,-1.705338,0.8612326,-1.36792,Event_FirstRimBound,0.148,3.05,10.85
0,3,2,0.6,1.159999,0,-0.3109339,3.256549,10.9304,0.8414608,0.08013985,-1.737993,Event_FirstBackBoard,-0.04000092,3.05,11.49
0,3,2,0.8,0.6999999,0,0.1271365,3.150447,10.69849,-2.172845,0.7297667,0.5552822,Event_FirstRimBound,0.1629982,3.05,10.7254
0,3,3,0.48,-1,0,0.1891987,3.188254,10.61422,1.376669,1.36986,0.8314735,Event_FirstRimBound,0.33,3.05,10.7
0,3,3,0.6,-1,0,0.2245398,3.187207,10.63139,1.499781,0.6452429,0.6153039,Event_FirstRimBound,0.3799992,3.05,10.7254
0,3,3,0.8,-1,0,0.2422479,3.187619,10.68779,1.44838,1.473442,0.3533975,Event_FirstRimBound,0.2999992,3.05,10.7254
0,3,4,0.48,-1,0,0.1635471,3.187926,10.55368,1.577644,1.233633,0.5381954,Event_FirstRimBound,0.3,3.05,10.63
0,3,4,0.6,-1,0,0.09002071,3.170316,10.44718,1.206212,0.7440616,-0.5978401,Event_FirstRimBound,0.2000008,3.05,10.5
0,3,4,0.6,-1,0,0.2245395,3.187207,10.6314,1.499767,0.64525,0.6153313,Event_FirstRimBound,0.3799992,3.05,10.7254
0,3,4,0.8,-1,0,0.274563,3.17918,10.69031,2.118468,0.756964,0.3862926,Event_FirstRimBound,0.3300018,3.05,10.7254
0,3,5,0.48,-1,0,-0.2865294,3.169375,10.65012,-1.008101,1.37954,0.1910608,Event_FirstRimBound,-0.23,3.05,10.7254
0,3,5,0.6,-1,0,-0.2677407,3.177533,10.64022,-0.3272523,1.158453,0.2534456,Event_FirstRimBound,-0.2000008,3.05,10.7254
0,3,5,0.8,-1,0,0.1540093,3.172678,10.69225,-1.199539,1.389164,0.9939951,Event_FirstRimBound,0.2000008,3.05,10.7254
0,3,6,0.48,-1,0,-0.3268697,3.119161,10.61312,-1.98001,-0.02453771,-0.1584713,Event_FirstRimBound,-0.3,3.05,10.65
0,3,6,0.6,-1,0,-0.2340365,3.121467,10.47148,-1.011498,0.0701515,-1.197736,Event_FirstRimBound,-0.2000008,3.05,10.5
0,3,6,0.8,-1,0,-0.3177214,3.15213,10.69802,-2.212066,0.5341663,0.1571646,Event_FirstRimBound,-0.2999992,3.05,10.7254
0,3,7,0.48,-1,0,0.08611766,3.129252,10.79323,-1.706456,0.8744175,-1.355521,Event_FirstRimBound,0.149,3.05,10.85
0,3,7,0.6,-1,0,-0.3138752,3.256007,10.9304,0.8414608,0.08013985,-1.750064,Event_FirstBackBoard,-0.04000092,3.05,11.5
0,3,7,0.8,-1,0,0.1278434,3.151137,10.6983,-2.162212,0.7570629,0.5438334,Event_FirstRimBound,0.1640015,3.05,10.7254
0,4,0,0.48,-1,0,0.01051666,2.999032,10.76465,0.5253037,-2.643593,1.96046,Event_RightGoalIn,0,3.05,10.7254
0,4,1,0.48,0.18,0,0.05719556,3.10143,10.8012,-1.774997,-0.08683877,-1.561478,Event_FirstRimBound,0.072,3.05,10.85
0,4,1,0.6,0.6599999,0,0.1377135,3.184818,10.59427,0.1819529,0.5928943,1.376985,Event_FirstRimBound,0.2000008,3.05,10.7254
0,4,1,0.6,0.2,0,-0.06209543,3.24227,10.9304,0.3098474,-0.4665608,-1.844247,Event_FirstBackBoard,0,3.05,11.3
0,4,1,0.8,0.54,0,0.1327198,3.156356,10.68457,-2.134331,0.6335751,0.7346625,Event_FirstRimBound,0.1500015,3.05,10.7254
0,4,1,0.7,0.16,0,-0.1067162,3.125464,10.756,2.04049,-0.2876254,-0.08536996,Event_FirstRimBound,-0.1,3.05,10.8
0,4,1,0.7,0.5000001,0,-0.1380355,3.158471,10.7351,1.766591,0.3638033,0.7037603,Event_FirstRimBound,-0.13,3.05,10.8
0,4,1,0.7,0.6399999,0,-0.1860951,3.18167,10.71954,1.017853,1.328007,0.3934318,Event_FirstRimBound,-0.18,3.05,10.8
0,4,1,0.7,0.4600001,0,-0.0212287,3.188949,10.48516,0.09930829,1.474271,0.4106446,Event_FirstRimBound,0,3.05,10.55
0,4,2,0.48,1.08,0,0.1157191,3.142729,10.75855,-1.972536,0.7368929,0.7765151,Event_FirstRimBound,0.15,3.05,10.85
0,4,2,0.6,1.02,0,0.1119635,3.24227,10.9304,0.583996,-0.4665608,-1.844247,Event_FirstBackBoard,0.2290001,3.05,11.3
0,4,2,0.8,1.219999,0,0.1351506,3.158392,10.68376,-2.107982,0.7221867,0.6895717,Event_FirstRimBound,0.1529007,3.05,10.7254
0,4,3,0.48,-1,0,0.193368,3.169243,10.50645,1.470188,1.196966,-0.3830096,Event_FirstRimBound,0.25,3.05,10.6
0,4,3,0.6,-1,0,0.1781821,3.188622,10.58906,0.4928353,0.9210557,1.009642,Event_FirstRimBound,0.25,3.05,10.7254
0,4,3,0.8,-1,0,0.2212816,3.18935,10.67089,0.4753339,1.765892,0.5751443,Event_FirstRimBound,0.25,3.05,10.7254
0,4,3,0.7,-1,0,-0.1106412,3.165646,10.82358,1.37446,1.136769,-0.4916022,Event_FirstRimBound,-0.1,3.05,10.9
0,4,3,0.7,-1,0,0.2576661,3.179228,10.81359,1.506983,0.660988,1.191317,Event_FirstRimBound,0.3,3.05,10.9
0,4,4,0.48,-1,0,0.220339,3.168687,10.53361,1.675076,1.093589,-0.1914659,Event_FirstRimBound,0.28,3.05,10.63
0,4,4,0.6,-1,0,0.1615075,3.141084,10.43787,1.289744,0.3315682,-0.8140917,Event_FirstRimBound,0.2000008,3.05,10.5
0,4,4,0.8,-1,0,0.2707772,3.179968,10.67489,1.774025,1.10298,0.5158589,Event_FirstRimBound,0.2999992,3.05,10.7254
0,4,5,0.48,-1,0,-0.2336639,3.184086,10.6026,-0.6853269,1.31126,0.9739861,Event_FirstRimBound,-0.23,3.05,10.7254
0,4,5,0.6,-1,0,-0.1791643,3.158622,10.46844,-0.839443,0.8514913,-0.4707617,Event_FirstRimBound,-0.1700001,3.05,10.55
0,4,5,0.8,-1,0,-0.2504852,3.18612,10.67226,-0.8645707,1.640717,0.4899606,Event_FirstRimBound,-0.25,3.05,10.7254
0,4,5,0.7,-1,0,-0.01940582,3.178022,10.44447,0.07154739,1.377889,-0.7085777,Event_FirstRimBound,0,3.05,10.5
0,4,6,0.48,-1,0,-0.2872642,3.146479,10.57187,-1.917626,0.459033,0.2429754,Event_FirstRimBound,-0.29,3.05,10.65
0,4,6,0.6,-1,0,-0.2039752,3.125639,10.44996,-1.197025,0.15277,-0.8547688,Event_FirstRimBound,-0.2000008,3.05,10.5
0,4,6,0.8,-1,0,-0.2981062,3.165321,10.681,-2.112343,0.8588215,0.08893111,Event_FirstRimBound,-0.2999992,3.05,10.7254
0,4,7,0.48,-1,0,0.1164235,3.143228,10.75799,-1.965297,0.754381,0.7711646,Event_FirstRimBound,0.151,3.05,10.85
0,4,7,0.6,-1,0,0.1127231,3.24227,10.9304,0.5851926,-0.4665608,-1.844247,Event_FirstBackBoard,0.2299995,3.05,11.3
0,4,7,0.8,-1,0,0.1352339,3.15846,10.68373,-2.106986,0.725157,0.6880485,Event_FirstRimBound,0.1529999,3.05,10.7254
0,5,0,1.05,-1,0,0.05155814,2.958039,10.72246,2.575372,-4.6875,-0.1469841,Event_RightGoalIn,0,3.05,10.7254
0,5,1,0.9,0.34,0,0.0997559,3.10492,10.72782,-3.925664,-0.3977871,-0.01811402,Event_FirstRimBound,0.14,3.05,10.7254
0,5,1,0.9,0.9599996,0,0.1781745,3.180656,10.73059,-0.08944619,3.215674,-0.03483373,Event_FirstRimBound,0.28,3.05,10.7254
0,5,1,1.05,0.09999999,0,0.09882495,3.100776,10.72701,-3.698448,-0.825524,-0.02953468,Event_FirstRimBound,0.1299992,3.05,10.7254
0,5,1,0.9,1.319999,0,-0.2537276,3.174693,10.72598,0.3866656,3.290402,-0.2891659,Event_FirstRimBound,-0.15,3.05,10.83
0,5,1,0.9,1.279999,0,-0.2530874,3.173948,10.74589,0.13733,3.312789,-0.2518176,Event_FirstRimBound,-0.15,3.05,10.85
0,5,1,1.3,0.52,0,-0.1448391,3.164807,10.72691,5.123767,-1.643988,-0.07052363,Event_FirstRimBound,-0.045,3.05,10.7254
0,5,1,1.3,0.6799999,0,0.04477043,3.10097,10.83,-3.287815,-0.6244048,-4.523725,Event_FirstRimBound,0.09,3.05,10.83
0,5,2,0.9,0.9199997,0,0.1020702,3.111042,10.72748,-3.956194,-0.08604527,-0.0009499189,Event_FirstRimBound,0.1469,3.05,10.7254
0,5,2,1.05,1.04,0,0.1116719,3.130507,10.72797,-3.759226,0.6571575,0.02809655,Event_FirstRimBound,0.1616001,3.05,10.7254
0,5,2,1.3,1.08,0,0.1117698,3.120807,10.7271,-4.510201,-0.3779111,-0.00908842,Event_FirstRimBound,0.1381989,3.05,10.7254
0,5,3,0.9,-1,0,0.2177465,3.18551,10.73419,2.108809,2.733914,-0.01174011,Event_FirstRimBound,0.325,3.05,10.7254
0,5,3,1.05,-1,0,0.2098336,3.186751,10.72991,1.347631,2.902498,-0.01340395,Event_FirstRimBound,0.2999992,3.05,10.7254
0,5,3,1.3,-1,0,0.1128087,3.12281,10.72678,-4.523053,-0.25259,-0.004465569,Event_FirstRimBound,0.1399994,3.05,10.7254
0,5,3,1.05,-1,0,0.1531361,3.184388,10.60651,0.2639626,3.081331,0.09812107,Event_FirstRimBound,0.24,3.05,10.6
0,5,3,1.05,-1,0,0.162095,3.185523,10.60657,0.6031154,3.051181,-0.1289632,Event_FirstRimBound,0.25,3.05,10.6
0,5,3,1.05,-1,0,0.1147471,3.18366,10.50929,1.599079,2.487759,-1.527045,Event_FirstRimBound,0.2,3.05,10.5
0,5,3,1.05,-1,0,0.04614633,3.184551,10.48992,0.9052764,2.783944,-1.255987,Event_FirstRimBound,0.13,3.05,10.48
0,5,3,0.9,-1,0,-0.2383546,3.179188,10.62153,1.039852,3.169694,0.1621729,Event_FirstRimBound,-0.13,3.05,10.7254
0,5,3,0.9,-1,0,-0.2343128,3.174514,10.7454,1.084617,3.17726,-0.525072,Event_FirstRimBound,-0.13,3.05,10.85
0,5,3,0.9,-1,0,0.002492095,3.158134,10.42079,1.013758,2.534184,-2.357038,Event_FirstRimBound,0.1,3.05,10.5
0,5,4,1.05,-1,0,-0.06930843,3.166842,10.43785,0.6033512,1.542703,-3.10887,Event_FirstRimBound,0,3.05,10.428
0,5,4,0.9,-1,0,-0.2018047,3.170372,10.74899,2.543297,2.545836,-0.6599886,Event_FirstRimBound,-0.1,3.05,10.85
0,5,4,0.9,-1,0,-0.2112756,3.186845,10.80123,1.803536,2.224082,-0.8347087,Event_FirstRimBound,-0.1,3.05,10.8
0,5,4,1.3,-1,0,0.147413,3.187299,10.85947,0.1557297,3.576794,-0.7529209,Event_FirstRimBound,0.2,3.05,10.86
0,5,4,1.3,-1,0,0.1470379,3.188251,10.8693,0.4634454,3.588365,-0.5038311,Event_FirstRimBound,0.2,3.05,10.87
0,5,4,1.3,-1,0,0.1467798,3.188906,10.87912,0.7683011,3.572155,-0.2244989,Event_FirstRimBound,0.2,3.05,10.88
0,5,4,1.3,-1,0,0.1466562,3.189219,10.88895,1.068943,3.52378,0.08056969,Event_FirstRimBound,0.2,3.05,10.89
0,5,4,1.3,-1,0,0.1466842,3.189148,10.89877,1.363627,3.43895,0.4053811,Event_FirstRimBound,0.2,3.05,10.9
0,5,4,1.3,-1,0,0.003010702,3.179304,10.89886,1.066612,2.60078,-2.85199,Event_FirstRimBound,0.05,3.05,10.9
0,5,4,1.3,-1,0,0.0007043504,3.185463,10.91846,0.975183,3.183692,-1.824873,Event_FirstRimBound,0.05,3.05,10.92
0,5,4,1.3,-1,0,-0.09795731,3.186499,10.89879,1.788657,3.048544,-1.473344,Event_FirstRimBound,-0.05,3.05,10.9
0,5,4,1.3,-1,0,-0.1481186,3.189386,10.89877,1.000808,3.491092,-0.08902928,Event_FirstRimBound,-0.1,3.05,10.9
0,5,4,1.3,-1,0,-0.1282863,3.188871,10.89877,1.411986,3.35323,-0.6655716,Event_FirstRimBound,-0.08,3.05,10.9
0,5,4,1.3,-1,0,-0.1182415,3.188252,10.89878,1.571213,3.260243,-0.9452921,Event_FirstRimBound,-0.07,3.05,10.9
0,5,4,1.3,-1,0,-0.1081262,3.187447,10.89878,1.69713,3.157079,-1.21548,Event_FirstRimBound,-0.06,3.05,10.9
0,5,4,1.3,-1,0,-0.08775183,3.185458,10.8988,1.845424,2.939632,-1.716191,Event_FirstRimBound,-0.04,3.05,10.9
0,5,4,1.3,-1,0,-0.01673743,3.179507,10.89886,1.382068,2.531347,-2.803042,Event_FirstRimBound,0.03,3.05,10.9
0,5,5,0.9,-1,0,0.1562153,3.171781,10.73022,-1.40031,2.990287,-0.08318509,Event_FirstRimBound,0.25,3.05,10.7254
0,5,5,1.05,-1,0,0.152888,3.17011,10.7295,-1.81889,2.69829,-0.09445102,Event_FirstRimBound,0.2299995,3.05,10.7254
0,5,5,1.3,-1,0,0.06337114,3.149449,10.60396,-2.972636,1.297891,3.029627,Event_FirstRimBound,0.09999847,3.05,10.6
0,5,5,1.05,-1,0,-0.272714,3.181416,10.72829,-0.6754869,2.910855,-0.01076372,Event_FirstRimBound,-0.2,3.05,10.7254
0,5,5,1.05,-1,0,-0.260471,3.159934,10.55644,-1.87156,1.780644,-2.198342,Event_FirstRimBound,-0.2,3.05,10.55
0,5,5,1.05,-1,0,-0.1285148,3.184158,10.50933,0.1206896,2.934456,-0.8015344,Event_FirstRimBound,-0.05,3.05,10.5
0,5,5,0.9,-1,0,-0.01077499,3.172322,10.45819,-0.05853587,3.290505,-0.4579588,Event_FirstRimBound,0.1,3.05,10.55
0,5,5,1.3,-1,0,0.09494631,3.118296,10.77549,-4.685455,1.154237,-3.314077,Event_FirstRimBound,0.145,3.05,10.82
0,5,5,1.3,-1,0,-0.28537,3.17357,10.76883,-1.610252,3.769496,3.037534,Event_FirstRimBound,-0.2,3.05,10.85
0,5,6,0.9,-1,0,-0.3174462,3.155109,10.73059,-2.799376,1.956775,-0.0461959,Event_FirstRimBound,-0.25,3.05,10.7254
0,5,6,1.3,-1,0,-0.2695568,3.17084,10.60391,-2.482805,2.520243,-1.819066,Event_FirstRimBound,-0.2299995,3.05,10.6
0,5,6,1.3,-1,0,-0.2863664,3.151584,10.60294,-4.030896,3.117344,-0.3537276,Event_FirstRimBound,-0.2,3.05,10.6
0,5,6,1.3,-1,0,-0.1836474,3.169623,10.49162,0.3096497,3.626907,-3.311592,Event_FirstRimBound,-0.08,3.05,10.51
0,5,6,1.05,-1,0,-0.1261407,3.180217,10.48959,-0.05701071,2.691426,-1.638215,Event_FirstRimBound,-0.05,3.05,10.48
0,5,6,1.3,-1,0,0.1539355,3.170744,10.72167,-2.825607,2.792755,0.05167496,Event_FirstRimBound,0.2,3.05,10.72
0,5,6,1.3,-1,0,0.1531989,3.172613,10.76108,-2.522598,2.883651,-0.9259916,Event_FirstRimBound,0.2,3.05,10.76
0,5,6,1.3,-1,0,0.1522332,3.175065,10.78079,-2.131594,3.011122,-1.250722,Event_FirstRimBound,0.2,3.05,10.78
0,5,6,1.3,-1,0,0.1510136,3.17816,10.80049,-1.632023,3.172399,-1.402801,Event_FirstRimBound,0.2,3.05,10.8
0,5,6,1.3,-1,0,0.1496932,3.181511,10.82017,-1.064384,3.341805,-1.365525,Event_FirstRimBound,0.2,3.05,10.82
